document	label
영화를 완전히 이해하기 전까지는 6~7점 정도였지만.	1
새벽에 시청하면서도 잠을 잊을만큼 재미나게 보았습니다. 생각없이 틀었는데 ....	1
성룡은 몸을 아끼지 않는다 성룡영화의 명작중에 명작~~!!!	1
무슨 액션영화가 이렇게 지루햌ㅋㅋㅋㅋ	0
막장드라마 이제 안볼란다	0
마음이 따뜻해지는 영화 ..	1
정말 마지막회 때 아쉬워서 눈물 흘렸습니다. 이렇게 따뜻한 드라마... .	1
평점조절위원회	1
10점 만점의 아가사 크리스티 원작을 9점대의 영화로 재현해낸 고전 걸작	1
간디 동물명언한 국가의 위대함과 도덕적 진보는 동물이 받는 대우로 가늠할수있다.진실을 못보고 눈앞의 이익만 따라갈것이 아니라, 정작 자신의 삶이 풍요로워 지고 싶다면 모두를 사랑하고 모두가 잘되기를 바라는 마음을 갖고 살아야 최고의 행복을누릴수있다	1
요즘 고슬링필모 따라가는데 영화들이 괜찮음. 트라우마에 관한내용....부탁을들어줄땐 선불이야 !!! 당하지말고 속지말고살자.	1
X파일 시작할때 나오는 인트로를 2시간짜리로 만들어놓은것.	0
영화인지 실제인지 구분이 되질 않을 정도로 사실적인 촬영 현장은 흥미롭지만, 이러한 소재 자체에 별로 관심이 없는 사람들에겐 그다지 재밌게 다가오지 않는다.	0
진주만 이후로 이렇게 지루한 영화는 처음이었어요	0
정말 잘 만든 드라마 인것 같아요. OST도 정말 서정적이라 좋구요. 강추~	1
티모시 달튼도 007 배역 잘 어울리네..	1
몇번을 봤다.아이스하키와 젊음,사랑을 이렇게 절묘하게 표현하다니	1
ㅋㅋㅋㅋ사람들 평점주는거봐라 ㅉㅉ이게 남고였고 레즈가아닌 게이에서나온괴담이면 욕얼마나햇을까 ㅋㅋㅋㅋ 평점 3은나왓으려나	0
잔혹한데 슬프기도 하고 배우들의 명연가 인상적이었다. .	1
대박 꼭 극장에서 봐야지	1
하아 정말 왜보는지 ...	0
2배속으로 봐도 느껴지는 지루함. 킬링타임용도 안됨! 비추! 뻔한 이야기!	0
영상,내용 모두 좋다	1
뱀파이어와 늑대인간과의 전쟁~!!	1
모르겠다.... 내가 무서운걸 잘보는편이라 그런지 모르겠는데일단 서두가 너무 길다....몇군데빼고 보다 졸았음	0
남주 목소리가 좀 떨렸지만, 정유미의 표정연기는 일품이었고, 폴라로이드 사진기와 작동법을 잘 대조시켰다.	1
너무 잼있게봤어요 몰아서보느라 회사에서 꾸벅꾸벅ㅎㅎ	1
크리스마스에 가족과 볼영화로는 딱입니다.	1
진짜 1시간만에 튀어나온 영화는 내생에최초임	0
확실히 공중파와 틀리네요..별하나두아깝다..발연기 진부한스토리..최악에 드라마인듯..이걸돈주구보는사람이있다니ㅋㅋ작가가 누군지모르겠지만 이걸스토리라구..	0
평점이 넘 높네	0
의도는 알겠는데 뭐 이리 말만 많냐 좀 정돈하면 잘될꺼 같구만 영~~	0
글러브가 훨씬 낫다. 솔까 지루하기도 하고	0
사마리아인.......	1
오랫만에 다시봤지만 역시 명작	1
노출도별로없고 ㅈ노잼	0
최악! 일본 미국은 똑같은 이야기로 잘만드는데 왜 한국은?	0
스위프트때문에 10점	1
키아누 리브스가 맡은 연쇄살인마의 행동과 대사는 도저히 이해할 수 없고, 강렬함이나 두려움을 주지도 못한다. 그 외의 것들은 진부해서 기억나지도 않는다.	0
그냥 볼만해요 ㅋㅋㅋ응	1
흥미점이나 재미를 느낄 요소는 있다만, 수준낮은 대사와 너무 술술 풀리는 착한 이야기들..	0
1편 보다 훨씬 못한 내용과 비쥬얼 그리고 실망스럽게 만든 2편	0
많이 재미 있습니다.	1
1979년 박정희 사망, 그 이후로 시리즈 중단, 글쎄, 우연인가?	0
같은 감독이 아니라서 그런지 왠지 야마카시 1편하고 많이 다르단 생각이...	0
시간이아깝다 좋은배우들고 좋은스턴트맨을 바보로 만든영화!!!!감독은개그작가가 꿈인듯하고 스토리의개연성은 전혀없다 디워의 스토리수준 킬링타임용으로도 비추	0
억지럽지 않고 과하지 않아서 좋았습니다. 진정한 작품성 있는 영화	1
여성이 장난감이냐?	0
마린보이라는 제목을 보고 주인공의 수중액션을 기대해서는 안된다. 제작여건의 한계가 엿보이는 영화	0
첫째로 재밌다. 두번째로 감동이 있다. 세번째로 교훈적이다.	1
아이언맨은 왜 안나오나요	1
나름 탄탄한 구성력과 연출로 영화를 잘 사렷지만 마지막 부분에서 아쉬움이 남는다. ★★★☆3.8	1
수박광고영화 올여름수박어캐먹냐 ㅠㅠ	0
별 한개도 아깝다..원작 소설의 1/100도 못따라간 영화..	0
앤딩이 너무 허무해서 -1점했음ㅇㅇ 나머지는 완벽 그 자체	1
싸이코패스같은영화다 보다가 뛰어나갈뻔했고 나가고싶었다	0
오셀로 대본을 가지고 사랑과 전쟁을 찍은듯 어색하고 엉망진창이다. 수많은 셰익스피어 원작영화중 최악으로 심벨린을 처음 영화화했다는 점외엔 장점을 찾기 어렵다. 원작처럼 중세를 배경으로 하거나 현대적으로 각색하려면 완전히 바꿔야했다.	0
한번쯤 보면서 생각에 잠겨봐야하는 영화다.	1
사랑 하기전엔 이 영화를 먼저 보기.잔잔했지만 꽤 파워있었다	1
여자는 남자 선택을 잘해야 한다. 솔직함이나 매너를 앞세우는 남자가 전부라 생각하면 남자의 검은 속이 보이지가 않거든. 우리나라 여자들은 남자 볼 줄을 모르는것 같아 욕 먹는거야. 영화 내용이 김정은이 친구를 잘못 만나서 고생하는 것 같네요.	0
A brilliant example of the dangers of making a movie without a script it's crap	0
역사드라마는 다똑같다 존나 재미없다	0
한국영화의 문제점? 바로 '대사'야..판에 박힌 대사가 손발 오그라들게 한다	0
여자가 뛰어다니면서 멋있는 포즈 취하는 작품	0
재미 정말 없었음. 지금 막 ocn에서 봄.	0
볼만하던데요 ㅋㅋ 좀 짧게 끝나서 아쉽	1
씹명작인데 22탄때문에 깎는다	0
이 드라마를통해 정경호,이민정 팬됬음..ㅜㅜ 둘다 너무좋음.. 앞으로도 두배우 기대할게요	1
개망한 영화. 보면 왜 망했는지 알 수 있는 영화	0
재밌다 긴장감있고.. 속 터진다	1
격정의 젊음을 뒤로하고 단아한 중년의 레이첼워드의 매력이 빛난다	1
전화로 일하고 스트레스 받고 이 OO 떠는걸 영화에서 까지 봐야 되냐?	0
무슨 말이 필요할까요...	1
티나 터너가 나오는 부분까진 재밌었다..하지만 마을에서 추방된 뒤로는 내용이 조잡하고 산으로 간다..왜 3가 제일 망작인지 알겠다.	0
치매에 대해 이해하기 쉬운 영화...노년을 아름답게 받아 들이자...	1
다른사람 평점 왜 이렇게 높나요. 이 영화는 욕심만 과해가지곤 조셉 연기만 조금 보이고 나머진 엉망이던데. 정말 한손엔 서부극 한손엔 SF 들고 욕심 내다가 엉망진창이구만	0
영화갖고 장난치면 안된다	0
부모님의마음을알게해주는영화~김수미웃기긴한데어디서나캐릭터가똑같구나..코믹↓	0
감동적이에요~~~	1
억지로 눈물을 자아내지않고 찡한 감동을 주는 영화여서 좋았다...	1
내 살다살다 수백편의 영화를 봤지만 이런 물건은 처음이다 !!!	1
아놔~귀찬게또 로그인하게 만드내 더빙 이따구로 할래?더빙을 이따구로 해놔서 그나마 갠찬은 애니 망쳤잔아 반성해 이것들아~너네가 한번 바바 부끄럽지???내가 해도 이것보단 잘하겠다~ 반성해 이것들아~~!밑에 10점 주는애들 모냐? 알바냐?? 아님	0
제가 어릴적 순수할때 봐서 그런지 항상 기억하게 되는 영화입니다	1
저밥	0
연출, 각본부터 지루하고 답답해서 몰입이 안된다. 감독, 작가, 배우, 제작진 딱 봐도 3류 무비 느낌 팍팍! 옛날엔 이런 수준은 수입사에서 알아서 걸렀는데 근래엔 케이블tv용으로 막 들여오는듯	0
8월 개봉인데 평점이 하나도 없어...미이라랑 관계없는 영화	0
왠평점이 이래 높아?	0
지루할 틈이 없었던 돌연변이들의 시너지 효과! 아주 깔끔함!	1
옛날에 해서 기억은 잘 안나는 데 잼밌게 본거 같아요!!	1
초반 의미없는 부분전개, 처음과는 상관없는 후반부의 억지결말.	0
난해한 스토리와 조잡한 액션씬이 이 영화의 주가 아니죠~ 여배우들 몸매가 이 영화의 관전포인트입니다! 남자분들이 꼭 한번쯤은 보셔야 할 영화! 단발머리 진짜 섹시합니다 강추!!	0
휘향 아줌니 연기가 좋았음.	0
완성도 높은 수작인데 평점이 낮네...	1
오씨엔서 방금봤다.. 이건 뭐 긴평점도 필요없네..장난하냐? 개나소나 영화만드네	0
이게 영화인가?	0
재미없음열자등록해야해	0
무엇보다 욕하기가 싫었던 홍석천과 뜬금없는 반전. 최악이란 이런것	0
제목만 쫄아졌음..ㅋㅋ	0
그래, 캡틴 아메리카라면 이 정도는 되어야지.	1
참된 교훈을 가져다 준 영화다.	1
이렇게 지루하게 만드는 것도 참 재주다	0
배우들의 열정과 저렇게 해낼 수 있다는 사실에 대해 너무 존경스럽고 나도 한번 떠나보고싶다는 생각이 듭니다.이건 재미를 떠나 교훈이될 수 있는 다시한번 돌아보는 그런 훌륭한 작품이라 할 수 잇을 것 같습니다.	1
배우빨로도 안먹힌 졸작!	0
이런 게 드라마죠. 요즘 드라마들은 인기만 끌려고 연애만 해대니..	1
95년 친구가 보자하여 극장에서 보게 됐는데, 중간 중간 어이 없는 장면에 비웃음을 빵 터뜨리며 극장을 떠나는 손님들을 보았다. 이전에도, 이후에도 하지 못했던 경험이다. 지금 다시 보면 어떨지 궁금하다.	0
중이병 감독때문에 배우들이 고생이 많다	0
WWE 슈퍼 스타 더 락이 나와서 봤지만 내용은 허접 그 자체. 역시 더 락은 레슬링 할 때가 가장 빛이 나는 듯	0
초인적인 인내로 지루함을 이겨냇건만 결국 새로운건 없엇다	0
최고다!!!! 또봐도재밌음 멋짐	1
진짜 옛날에 보던 배달부 아저씨... 진짜 감동입니다.. 진짜 어렸을때 맨날 비디오 빌려봤는데 ..	1
괜찮은드라마인데 시청률이 왜?	1
너무 지루하고 공감안되는 영화.. 시간이 아깝다..	0
어찌 이 느낌을 한 줄의 글로 표현할 수 있을까...	1
이거 음모 나오죠? 캬.ㅋㅋㅋ	0
ㅈ진짜 말이필요없다.	1
그녀를 볼수있었단것만으로도 넘 감사^^ 아름다운드라마고마워요♡	1
멍청한 터미네이터 짝퉁 학교 여자 친구가 이야기를 다 버려놓음.메카트론은,폴른 볼때마다,마스터~어쩌구 해서,스타워즈 흉내내다가,영화 다 버려 놓음.액션씬은 쓸데없이 늘어지고,임팩트가 없음.홍콩영화감독 존우 따라하다가,슬로우 모션만 오지게 넘쳐남.재앙임	0
진짜 이런 백설공주 이야기를 만날 줄 몰랐다. 놀랍고 신선하다!	1
나름 재밌었던 영화.	1
너무 아름다운 영화였다..ㅠ	1
처음자막과 스토리 마지막엔딩자막을 끝으루보구나선..모냐 이건??	0
잼업다	0
영화,영상 배우는 고등학생입니다.. 하도 평점이 낮아서 한번 봤습니다..영화가 장난인가요,,? 이건.. 참..	0
빈약한 스토리 라인을 커버하기 위해 깜짝깜짝 놀라게 하려는 단발적인 장치만이 영화의 전부였다.	0
진정한 대작영화 부럽지 않습니다. 평론가 점수 안좋게 내린거 황당해서 말이 안나오네	1
무슨 할 말이 있겠노.	0
펭귄맨 케릭터,,,, 캬~~~ 절묘하다~	1
재밌게봤었는데 평점이 생각보다 낮네요..	1
망한듯...	0
산만한 내용 뭘 보여줄려고 했을지 끝난후 마찬가지 젊고 유망있는 배우들이 아까운	0
평소에는 다들 브로디와 다를게 없다가도.. 영화를 보고나면 H를 옹호하고있는 아이러니.	1
억지로 웃으려 해도 쓴 웃음. 스토리도 없고. 뮁미?	0
초반만 좋았듬	0
두 배우에만 집중?하라는 영화인가 ...그나저나 그녀는 예뻣다.	0
인생최고의 영화라던 정성일 은퇴해라.오리엔탈리즘이다	0
진짜 괜찮은 작품 뻔한스토리를 최대한 살린건물론이고중국식 판타지 괜찮다 그리고 사막 결투씬이 ㅈ작품 살려줬다	1
세영이라는 OO이 예린이라는 싸이코에게 당하는 쓰레기 드라마.	0
아다운받는게없네요ㅠㅠ보고는싶은데ㅠㅠ	1
제니퍼 코넬리양 보는 것만으로 영화는 볼만했다	1
ㅋㅋ오늘 티비에서 해줘서 평남기로오신분들많네. 진짜 최악이다 ㅋㅋ 연기도못하고..어떻게이런영활만들지 ㅋㅋ	0
터프한 맥라이언..진짜 너무이뻐서...놀램	1
몰입도 짱이에요! 완전 재밌게봤어요.. 영화 속 상황이 참혹하다고 해서 마냥 우울하지도 않고 유쾌하게 잘 풀어나간 거 같아요.보는내내 저런 도시가 있었다는 게 정말 경악스러웠어요 현실에 감사해야겠단 생각이 절로 듭니다!ㅠㅠ	1
"""근래에본 최악의 영화다 제목을 """"무적의 아이들""""로 하면될듯,,대체 뭐냐? 결론이 없다"""	0
야곱 신부의 편지 잘봤습니다~ 잔잔한감동.. 십점만점에십점드립니다!!	1
솔직히 1점 주기도 그렇다 ㅋㅋㅋ 너무 졸립기만 해 ㅋㅋ	0
[4점] 거 참 시시하네	0
배에대해 아는 사람은 킬로가 아닌 노트에 익숙해서 알지만 모르는 사람은 지루 할 뿐	0
ㅋㅋㅋ 후반부가 감동으로 몰고가서 쫌 그랬지만 코믹물 ㅋㅋ정중앙앀ㅋ	1
아이가 너무좋아하네요~ 즐거웠어요^^	1
iptv도 안나왔구만 무슨 사기꾼들이네	0
꽤 재밌었다,,흠..	1
썰전 매주 기대돼요!!	1
출발드림팀이 더 재밌겠네	0
사다코나오는건줄 ..	0
소매치기소재는 특이했지만 연기 몰입이안됨 뻔한스토리와 연출도 별로 유치하다 6.5점이면됨	0
없군....... 쯧쯗	0
끝없는 자기복제속에서 망해가는 J-호러	0
예전에 봣엇는데 티비에서 해주길래 또봄 역시졸쟁	1
평점 7.90 / 10 !진짜 뻔한 스토리 10분보고 뒷내용 예상햇더니 맞앗음 이게 영화임?	0
내 살면서 이런 영화는 첨 보네. 스토리도 없고, 주인공이 별다른 능력도 없고, 아무 의미없는 대사만 느릿느릿 국어책 읽듯 읊어대고, 어떻게 끝나나 겨우 봤더니 정말 황망하게 끝나네. 혹시라도 볼 사람 있을까봐 글 남깁니다. 절대 보지 마시길.	0
의미가 크게 내포되있는 영화는 아니지만 가볍게 웃으며 볼수 있었습니다 여주가 정말 예쁘네요..	1
비비안 리가 아닌 스칼렛 오하라는 상상이 가지 않고, 또 있어서도 안된다.비비안 리는 그냥 스칼렛 오하라 그 자체였다.	1
영활 별로 좋아하지 않지만 잊을수 없는 감동.. 절제되면서도 강렬한 사랑	1
내가 본 쓰레기급 미드중 하나. 시간낭비~ 수준이하! 저질~!	0
끝이 조금 허무했어도 이게 진짜 재미 없었다고?	1
자기합리화로 인해 덮어지는 가해자의 가책감.	1
내가444를 없애주지	1
영화'산업'이라고 하잖는가? 이딴식으로 홍보 해놓고 속여서 팔았다는 게 소비자 입장에서는 짜증난다. 그나마 다행은 아주 싸구려를 상급품으로 속여판 게 아니라는 점. 그래서 1점. 차라리 연상호 감독 작품 처럼 홍보가 됐다면, 그 비슷하게 만이라도 하지	0
평점 떨어져라	0
혐오스러운 것들 나오는 병맛영화	0
말이 필요 없다.!!	1
느와르의 교과서다. 더 이상 좋을 수 없다	1
카메라 시점부터 망했다고 생각.. 에코는 대략 5분도 안나온듯 저예산ㅋㅋㅋ	0
김기덕의 억지설정 각본은 이 영화에서 쭈욱~ 어떻게 가든 서울만 가면된다는 식....졸작..	0
충격소킹개소리...거지쓰레기영화,,역겹다	0
단연 최고의 영화....	1
재난영화의 대표작	1
첫번째만 봤었는데 그닥	0
솔직히 첨엔 말도 안되는 말을 지껄이질 않나 장면이 뒤죽박죽 나오질 않나 하는 생각에 이해가 안 됐었는데 보면 볼수록 꿈에 대해 이야기 하는 영화구나 라는 걸 아주 잘 깨닫게 해줌. 꿈에 대해서 표현을 참 잘한 영화인듯. 접근이 색달라서 매력적이었음.	1
많은여운을남긴다ㅠㅠㅠ 한번더봐야지	1
설마설마햇는데 ㅋㅋ패션왕결말에 어이없어서 웃음이라도 나왓지 이건 짜증만났음 ㅋㅋ중간에 애가 현우한테 엄마포기하라할때 진짜 줘박고싶엇을정도엿음 ㅋㅋ작가가 레얼 미친듯함	0
발연기 ㅠㅠ대박 널린게 연기잘하는애들이줄섰는데 아휴	0
비록 하늘나라로 가셧지만... 항상 보고싶습니다 당신은 항상 저의 가슴속에는 살아있습니다 당신의 영원한 팬입니다 부디 하늘나라에서는 고통받지마시고 행복하시길...	1
아이들의 순수한 사랑보다는 너무 시대적 배경에 영화를 맞춘듯	0
영화가 좋으면 과감하게 노출씬을 찍던가 아니면 출연하질 말던가.. 통수 1인자네 진짜	0
보면서 많은 생각이 들었습니다. 정구의 감정연기가 굉장히 볼 때마다 소름이 돋네요. 좋은 영화 만들어 주셔서 감사합니다.	1
아직도 이런 쓰레기를 수입하는 곳이 있었다니;; 놀라울 따름~	0
진부함의 극치. 뛰어난 영상미가 이를 보완하지만 9점이 넘는 점수는 어불성설 개인적인 평점은 7점 정도라 생각하지만 평점 조절용으로 1점 준다.	0
직쏘 사랑한다 OO놈아 ㅜㅜ	1
근 5년동안 본 모든영화 통틀어서 최악의영화..시간이 남아돌때 봐도 시간이 아까운 역대급 쓰레기영화;;	0
현실적이지도, 그렇다고 환상적이지도 않은 불행한 로맨틱 코미디.	0
또봐도 재미있다김동욱도 조여정도 김민준도 여러모로 괜찮은영화	1
아름다운 영상과 기대이상의 연기력으로 부족한 시나리오를 채우고도 남는구나 감독이 직접 출연한 줄 도 모르고 봤지만 감독또한 극의 재미를 더해주는 아주 훌륭한 역할 이었지대만영화가 갈수록 발전한다 보기좋다 !	1
원작을 안보고 봤는데 역시나 재미없었음	0
정작 정곡은 찌르지못하고,주변에서만 뱅뱅 도는듯한 느낌?자체검열이 심한 나라답다.	0
심혜진 연기 절정에 달하기전 영화	1
쓰레기...류승룡꺼 외에는 전혀..볼것이 없었다	0
미안하다...너무 지루하다..	0
명배우 글렌 클로즈를 이런 쓰레기에서 만난다는건 가슴 아픈일.	0
중간부터봐서 결말이무슨말인지는모르겠는데 주인공은 진짜매력있었음 볼수록빠져듬	1
소재는 흥미로워 보이나 상당히 지루함. 긴장감 없는 스릴러	0
숨겨진 보석같은 영화	1
뭐....그저그런 영화...공포가 없다...	0
이 영화의 포인트는 사채업자 가 영웅대접을 받는다는거!	0
4.44만들긔~ 지금 Cgv에서하는데 볼까말까 생각중ㅋ	1
하하~가슴이 먹먹해.... 인간이 인간을 무슨 기준으로 재고 편견하는지..그럼에도 현실은 편견의 도가니탕..아프다 맘이..	1
정말 오래전에 본 영화인데 기억에 남을 정도로 재밌었어요 ㅎ	1
왜이리 매끄럽게 이어지지 못하지..	0
영화 볼 시간도 아까움	0
흐름이 좀 지루하고.... 좀 더 다양한 배경과 좀 더 많은 엑스트라라도 나왔으면...	0
달심이 얼마나 강력한 캐릭터인데 영화에선 쌈도 못하는 과학자로 -_-?	0
역시 주성치 답다 언제봐도 담배에 니코닌처럼 중독성이 강해서 우연히 채널에서 쿵푸허슬이란 영화를 눈에 걸려들게 되면 헤어 나가질 못한다	1
이영화는 너무 행복해서 주체 할수 없는 분들만 보세요 짜증 엄청 납니다	0
전설의시작 숀코네리 ㅅㅅ	1
별 1개도 주기 아까운 쓰레기 영화. 스텝업2도 개판이었지만 참고 봐줄만 했는데 3는 못참겠다. 볼거리만 화려할 뿐, 스토리의 개연성은 전혀 신경쓰지 않은 졸작. 댄싱9이 더 낫다.	0
필립 셰이모어의 후반부의 진심어린 연기는 대단하더군요. 로빈윌리엄스는 최고네요. 잘봤습니다.	1
ㄷㄷㄷㄷ 이런 영화 나오기 힘들닫ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ	0
지금보는중인데 진짜스릴감넘침.진짜 잘만든것같음 제임스호잇이 아내 지켜주는게 너무 멋졌음.	1
찌꺼기	0
짜증 지데루다. 이건뭐 m아침방송과 얼마전 끝난 그래두 랑 섞어찌개두 아니구 이젠 안봐	0
진짜 보다가 뭐..뭐야 이러고 꺼버렸다. 차라리 주인공들이 목사가족때문에 정신차리는 스토리로 이끌어갔으면 명작이 됐을지도	0
개발연기 근데 주인공한테 탈모있음파워레인져극장판같음	1
각 사람들의 추악한 꼴을 보여줌으로써 제목과 같이 짐승의 끝을 보여주고, 한국적인 고립된 풍경 분위기 다 좋았으나 세상에서 가장 답답하고 짜증나고 무식한 여주인공 때문에 보는 내내 짜증	0
개잼 그냥 야한영화 절대아님	1
이게 영환가?	0
솔직히 이건 별 반개주는것도아깝다 ㅡㅡ	0
왜 자꾸 스텝업 시리즈를 스토리로 보려는지 이해가안됀다	1
에구.. 이런 영화는 암나 만들면 안돼는데...	0
영화 너무 재밌었는데, 마지막에 인권아저씨가 죽어서 너무 슬프다. 나 인권아저씨 팬인데. 그나마 아주 새드엔딩이 아니라서 다행이당	1
피터잭슨이 감독했다러면 잘만들었을 텐데	0
오랜만에 보는 감성를 자극하는.영화	1
네이버에서 처음으로 별반개를 줘본다. 빨리 넘기며봐도	0
아 근데 마지막이 좀아쉽게 끝났네요.... 그 마지막보다 마지막 전 방송?이좋았습니	1
옛날로돌아갑시다...	0
이거만든 피디들 ..다 할복해라 ...돈만 처먹구..	0
소소한 이야기를 정말 잘 풀어냈다 하나도 안지루함	1
ㅋㅋ지금바도 웃김 감동적이고	1
파렴치한 알바놈들...	0
한국에도 골든 라즈베리 같은 시상식이 필요한 이유. 단언컨대, 올해의 추천작	0
굿긋굿긋굿긋굿긋굿긋굿	0
영화로 만들었어도 돈 몇푼 안들었을만한 작품	0
저도 완전 잼나게 봤는데 대학 1학년 때 미팅에서 이재석군을 만난거 있죠;;; ㅋㅋ	1
투표 꼭 합시다!	1
테이큰이란 말에 속았음...	0
나도나도 1편보다 결말이더나앗다 1편이 9점이라면 2편도 후속편인걸 감안해서 9점!	1
영화'디워'보다 더 오글거리는 한국 괴수 영화가 나올지는 예상하지 못했다. 한국 블록버스터 영화의 대망신!	0
네 다음 게임 티저 영상. 할리우드는 가끔 창의적으로 돈낭비하는 걸 즐기나보다	0
평점너무높다	0
진부함 억지전개 억지감동 세박자를 골고루 가진 영화	0
일일연속극에도 변화가 필요한 듯 싶다	0
솔직히 고은언니 팬이라서 기대많이했습니다 근데 너무 악평이 많아서 보러갈까 고민하던 중 공짜로 인터넷에 있더군요 한시간? 조금 안되서 꺼버렸습니다 영화관가서 돈 내고 안본게 다행이라 생각드네요 고은언니ㅜ전 솔직히 발연기? 이런거 잘 모르는데 알겠어요ㅋ	0
에피소드의 남발, 냉무	0
지금 OCN에서 보는데완전 잼나는데요10까진 아니여도 9점은 줄수있음평점 왜낮은지 이해앙댐	1
원작의 대사를 고스란히 옮겼음에도 전혀 지루하지 않았다는게 참 신기했음. 역시 거장은 거장인가봄	1
연기력이 아그들 장난하는것도 아니궁~	0
감독도 잘 만들어 보고 싶었겠지.아마 봉준호처럼 찍고 싶었을 거야.하지만 어쩌겠어,, 이게 자기 실력인 걸.욕은 하지 않겠어, 최선을 다한 걸 테니까.그래도 좀 심하긴 했어. 다른 일을 고려해봐.천재성까진 아니어도 최소한의 자질은 있어야지.	0
자본력은 있어도 고증과 진지함은 없는 작품.	0
어떠한 감동도. 신선함도, 재미도 없음. 도대체 어쩌라고...	0
MBC는 국민 정서를 최하의 인격으로 만들셈인가보다.	0
왜이렇게 평점이 높은지 모르겠네.. 사람들 수도없이 죽여본 정체불명 3마리 싸이코들을 제압하는 대학생들.. 마지막에 대학생이 활을 어떻게 그리 잘쏘는걸까. 뻔하디 뻔한 스토리이다	0
한채영때문에 봤는데-.-힝~시간아까와~감독무능해!!!!!!!!!!!!!!!!	0
그저 킬링타임용	0
다른 배우들은 좋은데여ㅠㅠ... 전효성이 어색해서 미칠것같아요..아이돌 추입 그만좀합니다.	0
마지막 장면에서 스텔라가 보여준 그 미소가 머릿속에서 떠나지 않는다...	1
영화 중간중간에 집중안되게 되게 편집 이상하게 해놨네. 그리고 원나잇한 여자하고 그렇게 한다는게 독일에선 자연스러운거냐?	0
팡팡 튀는 밀라 요보비치, 말없는 애슐리 쥬드. 끝.	0
얘쁘니까 1점.	0
아이들이 나올때마다 봅니다~어른들이 보기엔 조금 이해하기 힘든듯하여 별은 4개반~~	1
보면서 마음 따뜻해지는 영화다.분위기에서부터 내용까지 꽉꽉 . 심심할때 누워서 보기 좋은 시간을 보낼 수 있을거다.	1
검색좀 해보고 볼껄;;ㅠㅠ 주윤발 나와서 무작정 봤는데 이건 뭐 ㄷㄷ	0
1점은 줄수 있어요..더이상은 곤란해요~너무 식상해~인정하죠 들?	0
박현지 짜증난다 정말 ..연기도 못하고 소리만지르고..	0
영화관에서 보지않은게 천만다행	0
조용히~ 영화 사라지기를~ 이건 영화도 아니에요. 직원분들 알바하시지 마시길...	0
한성천의 포텐을 볼수있다.	1
장난하나 평점왜케 놓아 ㅡ,.ㅡ 진짜 중학교 졸업작품으로도 부족하다 이그~	0
내가이상한건가??	0
주연이 브룩 쉴즈가 아니었다면 1점짜리 영화..	1
재미없는 아오키 왜 죽이는지 모르는 헬게이트	0
개인적으로 황비홍 시리즈중 제일 멋졌다고 생각 -_-;	1
와 딸아이가 엄빠 안 닮은게 복선이었어 ㅎㄷㄷ 이 명작을 이제야 봤네	1
개인적으로 마음에 남는 게 많은 영화였어요 삶에 대해 다시 생각하게 되고...가족들과 주위 사람들에게 더 잘해줘야겠단 다짐을 하게 됐어요 근데 이제 상영관이 너무 없어서 원정 관람하러 멀리 타지역까지 가서 봤네요 홍보가 부족했는지 너무 아쉬워요ㅠㅠ	1
스토리가 왜 이해가 안가지-_-사탕에 이어서 이번엔 석탄이냐?	0
원작만화가 대박나면 애니로 만들어도 대박날줄 알았지?	0
첨에 좀비 어찌고 저찌고 아무튼 보면 개후회하는 영화	0
쓰레기선동영화 이런거 만드는새끼들 다잡아가야하는데	0
막연하게 생각하고 있던 북한 인권 문제의 심각성이 가슴을 파고들었다.	1
장인정신으로 고급스럽게 포장된 방사능 날생선 식초밥	0
왠 OO같은 영화냐? 가식에 쩔은 있어보이는척하는 감독새끼와 그 있는척하는 평점.	0
웃겨죽는줄 알았다. 미국내 인종차별 문제를 쿨하게 풀어낸 영화!	1
티비에서 하는거 봤는데도 혹시나 혹시나하며 끝까지 본 시간이 아깝다는 생각이 들었다 ㅋㅋ일본을 떠나서 내용자체가 .. 스토리가 부진하다 영화관에서 보신분들 얼마나 허무했을꼬	0
이 땅이 삶인 내 부모들의 연대기가 고스란히, 가장 힘들고 어려운 직업	1
초강대국 미국의 추악하고 더러운 단면에 대한 사실적인 보고	1
시시하다.	0
뭐지뭐지뭐지이게뭐지난누구지	0
그냥 이 영화는 심형래 3류 공룡 영화를 보는 재미로 봐야 함.	0
억지스럽다.영화라 어쩔수는 없겠으나 애는 자꾸 왔다갔다 들킬려고 용을쓰네 나잡아봐라 놀이하나?	0
0점은 못주나봐요..ㅠㅠ 어쩔 수 없이 1점 줍니다.	0
프레디를 죽이고 그의 과거를 다루는데, 완성도는 총체적 난국에 최악이다.	0
요즘잠잘안와서 게른정인지먼지 수면보조제 먹었었는데 고맙다 보고와서 싹다고쳤다 그래서 고마운맘에펌점준다	0
너무 재밋어요 ^^	1
가슴에남는 영화 입니다.	1
아 징그러진짜..일본이런분위기는너무싫다..만화책두너무무섭구 소름끼쳐	0
내가 중학생일때 이 영화를 봤었더라면...	1
별하나도아까움. 영아유기하는 여주인공과 친정부모 나오는 드라마	0
난 이거보면 오바이트가 쏠려서.. 죄송	0
serial killer를 소재로 이용한 영화..	1
애미 없냐;;란 이런 말이 제목이라니	0
